heart_cond	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	CTRL	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-WD	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS	HF-NDS
studyID	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1	D1
sampleID	NM-1	NM-10	NM-11	NM-12	NM-13	NM-14	NM-15	NM-16	NM-17	NM-18	NM-19	NM-2	NM-20	NM-21	NM-22	NM-23	NM-24	NM-3	NM-4	NM-5	NM-6	NM-7	NM-8	NM-9	PD-1	PD-10	PD-11	PD-12	PD-13	PD-14	PD-15	PD-16	PD-17	PD-18	PD-19	PD-2	PD-20	PD-3	PD-4	PD-5	PD-6	PD-7	PD-8	PD-9	PN-10	PN-11	PN-12	PN-13	PN-14	PN-15	PN-16	PN-17	PN-18	PN-19	PN-2	PN-20	PN-3	PN-5	PN-6	PN-7	PN-8	PN-9	RD-1	RD-10	RD-11	RD-12	RD-13	RD-14	RD-15	RD-17	RD-18	RD-19	RD-2	RD-4	RD-5	RD-6	RD-8	RN-1	RN-10	RN-12	RN-13	RN-14	RN-15	RN-16	RN-17	RN-18	RN-19	RN-20	RN-21	RN-3	RN-4	RN-5	RN-6	RN-7	RN-8
3-hydroxyphenylacetic acid	0.028275598	0.002162897	0.02632946	0.000278091	0.000531062	0.035277202	0.000401444	0.003194767	0.000897528	0.041822419	0.00551887	0.000415247	0.129446073	0.005746386	0.043269686	0.004768009	0.142206562	0.000974258	0.010769555	0.000279945	0.027060355	0.000231099	0.000109957	0.002397525	0.105338943	0.042175198	0.00138917	0.040020781	0.000204404	0.07615594	0.02802532	0.028247701	0.085431388	0.023653616	0.024183353	0.011051666	0.010284327	0.112532431	0.025850779	0.000171284	0.002983081	0.001064212	0.11068557	0.011215325	0.00043617	0.014269147	0.013800012	0.036699198	0.00576947	0.011418758	0.005540595	0.001617473	0.015226944	0.049286929	0.012256889	0.000512224	0.258573897	0.026368248	0.000577803	0.007099861	0.012172117	0.159517785	0.00013915	0.011422549	0.000220339	0.023150016	0.016724727	0.024884565	0.011326905	0.001099082	0.017049044	0.001089083	0.000732441	0.000842913	0.324030218	0.006440038	0.01096611	0.063461875	0.000721173	0.030144022	0.000770482	0.009086052	0.000740854	0.01099479	0.139600619	0.132877545	0.000196527	0.014022198	0.000264911	0.064039441	0.03772969	0.022938793	0.027871245	0.022573372	0.000439298
Diethanolamine	0.028437829	0.034254341	0.02562728	0.037241742	0.017407071	0.033222489	0.01079838	0.01926777	0.03127036	0.014300118	0.027631134	0.025313055	0.011191624	0.009838112	0.013960733	0.029838633	0.009422139	0.021555969	0.014104852	0.012416404	0.018688518	0.011401794	0.013384033	0.022375248	0.011736308	0.010049662	0.028550678	0.009473962	0.020407524	0.096054986	0.026826554	0.026799928	0.016649742	0.01677317	0.008997324	0.014852427	0.026978388	0.040290884	0.014100706	0.045621073	0.009243918	0.024481977	0.015763707	0.017397912	0.027525164	0.021090402	0.019624589	0.011786913	0.006559506	0.016298517	0.006196955	0.021663419	0.009395968	0.007955008	0.03266967	0.013104416	0.022569687	0.010614086	0.012011282	0.014080414	0.009817318	0.007339275	0.011671249	0.026352703	0.017486691	0.018625811	0.025883489	0.019411298	0.014648082	0.049423485	0.013748317	0.011420546	0.014037862	0.008526717	0.00866825	0.010635161	0.057951665	0.013207466	0.029634895	0.025848533	0.023319312	0.025091027	0.029407058	0.02829723	0.016501776	0.015877083	0.017277339	0.014543933	0.021442381	0.026181694	0.020266581	0.010474384	0.023049569	0.011197908	0.013133646
Chenodeoxycholic acid	0.029187528	0.004448612	0.02101307	0.002602572	0.001022986	0.048034378	0.033965076	0.159983007	0.003658404	0.0217221	0.002568287	0.042626668	0.013913524	0.002427934	0.009433404	0.000566189	0.008830683	0.053300098	0.018127686	0.039016584	0.035936953	0.023784854	0.002764034	0.130199279	0.003078449	0.053306492	0.043956532	0.028901791	0.000716984	0.001635589	0.01497701	0.025823188	0.029449038	0.004010569	0.058662911	0.0506096	0.014234432	0.03942015	0.216784156	0.000181728	0.025051754	0.123083653	0.00746343	0.103159474	0.036293811	0.009025886	0.011942945	0.01267599	0.05554122	0.071023386	0.04450435	0.011260182	0.013422734	0.004101539	0.005335292	0.001333096	0.000139441	0.022480703	0.007593369	0.011142487	0.012193957	0.027916454	0.007858113	0.000835929	7.72094e-05	0.003362836	0.000829518	0.003150424	0.001922145	0.001272626	0.022280681	0.001249465	9.90045e-05	0.000103976	0.076145414	0.035015273	0.001291906	0.054936259	0.002690954	0.007829042	0.058846884	0.004088205	0.066018167	0.004499548	0.025536158	0.027233024	0.00067926	0.004487313	0.000573403	0.003231473	0.05568436	0.00797603	0.016953336	0.005374977	0.001277875
Diethylcarbamic acid	0.029436	0.035873835	0.026543696	0.041689875	0.043025247	0.040262075	0.033532933	0.033748292	0.040518224	0.034402523	0.032695536	0.039749084	0.033690806	0.038522376	0.040641386	0.03929303	0.040226216	0.040694295	0.037583344	0.029664331	0.036517764	0.037414429	0.042835193	0.040688331	0.073862651	0.066109882	0.05976449	0.070511691	0.059088788	0.060874654	0.064503978	0.059783957	0.058533791	0.055548823	0.055284298	0.068038963	0.059430897	0.056352484	0.055860037	0.058281226	0.058656983	0.054497306	0.070737289	0.059257075	0.059480518	0.061068089	0.058227592	0.060853697	0.061248555	0.064899602	0.063658754	0.063941811	0.066133348	0.062313985	0.051139766	0.0634852	0.055809885	0.060261682	0.060946813	0.062485868	0.060700303	0.061037844	0.063032791	0.065385416	0.065570308	0.061878566	0.044570308	0.065493848	0.046701689	0.051233837	0.049433909	0.048867978	0.062442522	0.062383106	0.061484955	0.060411027	0.058997175	0.04704717	0.040249992	0.033216106	0.034373726	0.032939119	0.041123933	0.040264889	0.034013957	0.039465606	0.039907871	0.042070923	0.040865131	0.0482029	0.049336008	0.050154348	0.042280722	0.050680047	0.041296738
Methyl alpha-d-fructofuranoside	0.029757089	0.05630552	0.028510584	0.072197189	0.011298161	0.016382186	0.030484404	0.024203156	0.053379042	0.013448329	0.068753662	0.020094124	0.013348157	0.012582219	0.013998407	0.070559451	0.015833958	0.012033197	0.0123991	0.025784634	0.027754636	0.026589566	0.135900259	0.02925514	0.008108926	0.018629253	0.009530652	0.013046862	0.053353954	0.181231482	0.002211178	0.003144684	0.008066466	0.011919833	0.004598776	0.006403576	0.066579848	0.005284487	0.013118201	0.068158463	0.013900721	0.023271326	0.009060216	0.006226351	0.023125026	0.00984898	0.008495863	0.004176547	0.00907279	0.044201481	0.011077141	0.004376334	0.003688646	0.02754319	0.008243204	0.020496507	0.00808199	0.01410179	0.00778855	0.009467592	0.014674401	0.006752047	0.004190493	0.046239866	0.017785412	0.008214283	0.009138105	0.007586196	0.026272453	0.088399882	0.017888126	0.010295145	0.009234751	0.019843585	0.003715445	0.017137847	0.046418955	0.023837747	0.103264136	0.004592782	0.01947174	0.013593051	0.020215828	0.01540591	0.03140438	0.028447265	0.022535957	0.011321203	0.14494696	0.004150599	0.037261089	0.006052824	0.012038866	0.006025595	0.021545351
Ethyl beta-d-galactofuranoside	0.029805889	0.327168976	0.005474395	0.266947333	0.135955044	0.06500773	0.039099278	0.036743935	0.030552808	0.029974169	0.032902674	0.026778088	0.016520308	0.030310252	0.014977524	0.032161233	0.009371021	0.029855457	0.017113248	0.001542439	0.006582428	0.040085644	0.039163964	0.037203191	0.019516055	0.124965256	0.284006273	0.071573175	0.000723613	0.027636481	0.032518427	0.037010944	0.064517939	0.0006383	0.01583907	0.023093232	0.096945978	0.099651107	0.032882035	0.058027075	0.032234459	0.082671011	0.037950099	0.031193817	0.045169718	0.048087435	0.049600289	0.012130127	0.037324155	0.044760975	0.032493795	0.051100844	0.052946498	0.054261119	0.025052289	0.027101165	0.031303771	0.046892138	0.05266848	0.221169826	0.049038607	0.015554535	0.043397778	0.02825549	0.051936516	0.023570158	0.000376153	0.011045551	0.085656424	0.099230494	0.022945611	0.00081964	0.013396397	0.020232027	0.004252455	0.029053623	0.028060858	0.037114325	0.033716142	0.012264896	0.016869491	0.02198477	0.016993302	0.026874135	0.013488708	0.018050186	0.000876079	0.036787804	0.001109115	0.050312124	0.078263205	0.010026998	0.020723166	0.006385121	0.025294449
Phenylacetic acid	0.031164637	0.095620161	0.035040147	0.118041341	0.006170849	0.066096906	0.093065069	0.10187647	0.010908651	0.03820049	0.041588378	0.060705719	0.045981415	0.066776572	0.046492531	0.051284924	0.055569368	0.033802498	0.048291039	0.093583165	0.042241628	0.109570085	0.003244788	0.127202733	0.031357638	0.061196413	0.033084467	0.058117913	0.0469353	0.037311796	0.04374907	0.044886895	0.043526569	0.054147301	0.112757932	0.031472559	0.040611366	0.049809491	0.108829365	0.003458893	0.018403686	0.037398041	0.031608194	0.031148316	0.207246949	0.138178719	0.136385157	0.013336424	0.081093592	0.181879281	0.081980736	0.003001855	0.02422026	0.020939366	0.030132307	0.021814749	0.024504479	0.031610893	0.071073167	0.065038511	0.133023193	0.034995278	0.001382286	0.000663996	0.020847134	0.00763225	0.014588687	0.007620653	0.085564252	0.00168064	0.174811149	0.01861562	0.031561953	0.064494538	0.057334398	0.162276468	0.00066668	0.085915653	0.001007051	0.014580517	0.035918489	0.053050784	0.039678726	0.063696387	0.048224081	0.049464253	0.024863036	0.06117212	0.048889905	0.026880146	0.047250811	0.029050124	0.022416162	0.028714922	0.052990084
1,4-butanediol	0.033024125	0.018309256	0.035448066	0.014559113	0.018692631	0.017301364	0.001733172	0.174990311	0.065981461	0.014676297	0.018002018	0.002256368	0.001003369	0.004179565	0.016399201	0.003129206	0.003481637	0.006060705	0.00805577	0.00080863	0.016545607	0.003576833	0.03778451	0.168678388	0.007594082	0.023324279	0.001466091	0.014628797	0.002934691	0.000719345	0.028609556	0.005018301	0.000735483	0.007178057	0.006791508	0.009836601	0.00114146	0.000566485	0.021657665	0.060572983	0.026472124	0.021672482	0.00756015	0.000974917	0.029983314	0.015262331	0.019683371	0.006514328	0.002960751	0.011560392	0.012506579	0.004210418	0.012842349	0.015514836	0.000660677	0.007745337	0.003346735	0.007167462	0.006352454	0.006908006	0.010500524	0.024951141	0.005102904	0.091271465	0.007181779	0.000488676	0.006261064	0.027964296	0.018813205	0.076920814	0.019070001	0.002600398	0.004798336	0.005135088	0.001800958	0.007884054	0.087841424	0.00118842	0.0263494	0.00010238	0.015087284	0.010307568	0.016080123	0.009814976	0.006292213	0.00646476	0.001065063	0.001004659	0.00298764	0.004326427	0.002063079	0.01006388	0.003784577	0.011880145	0.01079198
1,2,4,5-cyclohexanetetrol	0.0333577	0.822899425	0.009197645	0.712944071	0.843530509	0.089675935	0.097106564	0.073572507	0.042689593	0.166127472	0.032188082	0.004993405	0.578538503	0.471749285	0.134221242	0.018273223	0.445321808	0.0237163	0.02491128	0.098621979	0.015538412	0.07658189	0.065691763	0.065880218	0.242953693	0.068137033	0.006794011	0.045850504	0.203489455	0.369341675	0.071811391	0.084669776	0.018322853	0.00351368	0.012778757	0.037243108	0.046057127	0.566682286	0.023173105	0.103983163	0.003385238	0.015250555	0.356829014	0.048293737	0.017190382	0.002006492	0.001850175	0.037745359	0.047828698	0.04213923	0.005766211	0.023791142	0.0068322	0.113890389	0.057517051	0.115402635	0.035821547	0.042466828	0.03730674	0.108870424	0.031853431	0.014241732	0.017681446	0.076507644	0.027671283	0.011845497	0.103626005	0.015499701	0.035779718	0.071026933	0.009719004	0.790901111	0.033651587	0.04608253	0.056192027	0.011293303	0.065591529	0.109524461	0.093099582	0.037622749	0.016310362	0.030401947	0.021887605	0.038783624	0.011404022	0.051756513	0.019293726	0.07991751	0.167500231	0.039985318	0.010060305	0.061596908	0.081373954	0.163390164	0.014354848
Udp-n-acetylglucosamine	0.033597574	0.016440373	0.032147895	0.009209985	0.021185751	0.031738617	0.021242275	0.008278266	0.018125013	0.116571196	0.127030841	0.03045294	0.056014304	0.104046778	0.135342362	0.150083498	0.064228742	0.042103543	0.009924681	0.028341441	0.034526743	0.022803961	0.029293074	0.00931979	0.05878147	0.085765388	0.054800526	0.081617414	0.053244794	0.003950633	0.006585569	0.006004827	0.000249621	0.028162055	0.026702207	0.006382771	0.024100399	0.081753046	0.032286832	0.030895422	0.023268533	0.019203444	0.063845886	0.005857505	0.055915214	0.005958022	0.003919647	0.028222609	0.038209484	0.027474718	0.050843875	0.004204516	0.002893895	0.027840446	0.026321605	0.038962035	0.004112882	0.011525066	0.001521007	0.002107168	0.018066903	0.000927468	0.001964688	0.032255355	0.081708465	0.037389017	7.51233e-06	0.039972229	0.047844326	0.006167745	0.009837506	0.002079736	0.155717133	0.041750993	0.06654276	0.03467188	0.031970741	0.009374317	0.001004324	0.01166595	0.036662217	0.006993614	0.039169581	0.005285405	0.002154745	0.001202433	0.018459968	0.054081082	0.012215406	0.000464328	0.000903879	0.00766644	0.001875307	0.007774241	0.011208982
Beta-glutamic acid	0.034032218	0.319557589	0.028644685	0.462948599	0.037646471	0.196539161	0.025029932	0.232470971	0.038493185	0.025765392	0.179658755	0.205926626	0.152768667	1.037671217	0.047728086	0.220137974	0.178240147	0.035744042	0.067470596	0.022867588	0.045256271	0.036445132	0.006431689	0.321176234	0.046549718	0.720754447	0.030624134	0.660758369	1.758507638	0.047814636	0.077347165	0.079616277	0.229406066	0.060625494	0.46904007	0.218287907	0.021323023	0.317455612	0.651210173	0.064405442	0.753397059	0.640633917	0.052902762	0.230741159	0.087560728	1.393864041	1.43206218	0.750303219	0.066812101	0.145303502	0.065409355	0.060405317	0.540240534	0.066203429	0.008757964	0.049426211	0.249397963	0.04926708	1.421514623	0.093497501	1.108514708	0.815748323	1.050309533	0.08970176	0.231273105	0.128437991	0.00719771	0.130039601	0.218909234	0.009510565	0.202896775	0.102253194	0.054325253	0.149662808	0.212976524	0.269790842	0.102702577	0.044415374	0.006938653	0.033343588	0.069951337	0.058674271	0.074672771	0.070863696	0.159678423	0.153802044	0.176425164	0.413260347	0.161781691	0.110620688	0.223542754	0.011212736	0.265948831	0.01039432	0.609824189
L-histidine	0.03432896	0.184849388	0.032255502	0.239676359	0.17573723	0.083055007	0.1916399	0.136078721	0.037597148	0.279450658	0.166215615	0.498960173	0.108395517	0.200176724	0.279763118	0.204274849	0.107920162	0.172580984	0.051901541	0.213515287	0.046570108	0.286378596	0.119649721	0.16332515	0.076081481	0.396238144	0.048179892	0.352218259	0.303690486	0.279132233	0.042885132	0.041928964	0.069986749	0.115752757	0.332772597	0.047398951	0.531700309	0.493471653	0.118109545	0.107751127	0.061417279	0.117307833	0.07878811	0.047241273	0.677779624	0.139560193	0.154034167	0.042636691	0.096041211	0.147287849	0.08138168	0.156459247	0.03963277	0.062050017	0.158502275	0.207989835	0.235202806	0.044706241	0.447780588	0.343021969	0.132176236	0.377461437	0.135915828	0.025295476	0.199661517	0.111704129	0.103630608	0.1053355	0.364786141	0.015211395	0.180113636	0.082153132	0.16680886	0.055335719	0.027227812	0.116162353	0.0259035	0.05521297	2.009206901	0.053056472	0.15646066	0.090793444	0.188597142	0.088697791	0.110226547	0.108412955	0.092683594	0.053648857	0.420118987	0.150885113	0.352036903	0.026481957	0.102978235	0.022148616	0.282154516
4-hydroxyphenyllactic acid	0.035301777	0.052768271	0.028063263	0.062588375	0.200947029	0.084483561	0.059604487	0.091596465	0.936321093	0.070495601	0.074930497	0.14537786	0.015440431	0.075476794	0.071512907	0.080879835	0.044929606	0.052466361	0.013266615	0.060817393	0.030098104	0.051523281	0.098502625	0.109436371	0.019510221	0.054074748	0.022424202	0.047576944	0.039443277	0.313920183	0.032034959	0.035731033	0.031290346	0.028777688	0.01849406	0.012675647	0.03927	0.141848093	0.092651005	0.112547947	0.119467119	0.109796932	0.026515456	0.010749604	0.029218906	0.107390926	0.105538656	0.084406349	0.022092817	0.072612986	0.02320249	0.010137738	0.015177413	0.042952007	0.016011884	0.035802506	0.056504821	0.050639684	0.054818267	0.049381521	0.101679486	0.065702785	0.104289912	0.086665281	0.013229051	0.049939645	0.865149478	0.055084619	0.070175137	0.10238627	0.047872747	0.013286017	0.071439606	0.031378733	0.152778634	0.042287773	0.100936842	0.109769274	0.048671265	0.028836071	0.038510983	0.053211375	0.039219423	0.063950812	0.080506296	0.074098584	0.109916201	0.034763217	0.056275128	0.032598515	0.049781169	0.109480722	0.113407651	0.103466295	0.066841474
Indolelactic acid	0.035565425	0.016415264	0.03016653	0.02371191	0.051892924	0.035772158	0.011249144	0.02204052	0.989889276	0.017080866	0.01018052	0.044356687	0.020428462	0.050753728	0.019277267	0.012041465	0.019419659	0.008307981	0.032051458	0.011318711	0.032104027	0.010906544	0.036871003	0.025725733	0.007004865	0.031687625	0.009046733	0.027429598	0.018718027	0.398142254	0.013463602	0.015043986	0.00697396	0.008578564	0.009075063	0.02983685	0.010806872	0.022350308	0.058926331	0.034589505	0.027609929	0.025416283	0.008905776	0.035327731	0.010443742	0.03531842	0.032357816	0.036837451	0.004344899	0.098040269	0.005226949	0.006691608	0.002728398	0.022337126	0.003593351	0.007627387	0.012485006	0.016045575	0.008964598	0.010576933	0.035316934	0.007799417	0.023663228	0.130023314	0.007227339	0.02715316	0.13774297	0.031777302	0.018588025	0.149328431	0.022552626	0.008902122	0.020001018	0.004996763	0.031720388	0.017217157	0.136755777	0.02466707	0.030309826	0.032744821	0.01213213	0.018851659	0.006197631	0.02079715	0.028706812	0.026155945	0.017443656	0.015230659	0.006325988	0.027733372	0.008115206	0.008920144	0.036309071	0.008226588	0.016282619
L-2-hydroxyglutaric acid	0.035810489	0.026828053	0.033610949	0.031182376	0.096804283	0.030949503	0.03992215	0.157556163	0.07429433	0.101818127	0.120610926	0.060769454	0.051465322	0.043072603	0.0961681	0.118483005	0.049691415	0.038308282	0.043135039	0.039698717	0.036517061	0.040310867	0.036548308	0.161718805	0.03001966	0.089921214	0.058246956	0.083637893	0.117550723	0.336696094	0.038039668	0.040468113	0.121473239	0.033197189	0.044257442	0.079873869	0.021252835	0.13278659	0.065303933	0.116865972	0.154781151	0.091429892	0.033432382	0.081730536	0.044459433	0.113107432	0.115138462	0.025858759	0.008329068	0.085185573	0.009886447	0.031819206	0.072848292	0.01671493	0.15208019	0.033461584	0.030089037	0.049297441	0.021255789	0.082263234	0.092308499	0.025889211	0.015704887	0.172176182	0.178452893	0.045267987	0.31311563	0.04755568	0.008448589	0.026552585	0.025325761	0.011702431	0.044545444	0.048486926	0.17932268	0.002639064	0.175084196	0.046489578	0.095214714	0.01034703	0.016305877	0.052827599	0.016747539	0.058896728	0.05254178	0.050321614	0.061755238	0.019952969	0.138448569	0.036761766	0.07996588	0.018470922	0.027776036	0.016576442	0.944564271
Saccharopine	0.035832922	0.000119595	0.000146517	0.00021797	0.000377186	0.000333033	6.99844e-05	5.36741e-05	0.000164313	5.01903e-05	7.08318e-05	0.00030082	0.000143174	0.000304405	0.000229534	0.000182178	0.00020471	0.000292803	0.000141535	3.5634e-05	0.000159364	5.25113e-05	0.000267333	0.062749099	7.95707e-05	6.7932e-05	4.97269e-05	0.000225232	6.77423e-05	7.98974e-05	3.2509e-05	1.47478e-05	0.013256949	2.03137e-05	0.000114407	0.000105021	4.33136e-05	0.000152827	5.02695e-05	0.000197294	7.40042e-05	0.000158924	0.000150171	0.000140565	8.25264e-05	0.000176532	4.19108e-05	0.000119453	5.72676e-05	5.13957e-05	0.000375173	2.79885e-05	0.000102481	0.00018305	5.22336e-05	3.39255e-05	4.66958e-05	5.13233e-05	7.56362e-05	6.37193e-05	3.59029e-05	3.57466e-05	0.000144118	0.000237909	0.000220991	3.21079e-05	0.000248824	7.02325e-05	0.000264497	0.000303242	0.000152567	9.86397e-05	3.07037e-05	0.000116165	0.000197916	9.418e-05	0.000251884	6.86841e-05	0.000626321	0.000202793	0.000318906	0.000295242	0.00026208	0.000190699	7.69334e-05	0.000149738	0.000144334	0.000155606	0.000180074	0.000164317	0.000244996	0.0003763	0.00024254	0.000407562	0.000548274
Galacturonic acid	0.036279385	0.163109094	0.031680686	0.169934101	0.050591038	0.041761349	0.021027063	0.016692739	0.403610916	0.071381463	0.026475298	0.080311854	0.068975557	0.305611528	0.07665042	0.028413766	0.026747851	0.035980708	0.020473168	0.17408063	0.024991307	0.015659399	0.056532202	0.031388774	0.025144241	0.018134203	0.02467402	0.018210888	0.757130245	0.361138848	0.043880407	0.047011414	0.01972489	0.019861979	0.012596039	0.012706145	0.041473796	0.228572863	0.058837361	0.158773956	0.048620905	0.095448863	0.029998395	0.015146032	0.022517602	0.040051972	0.010558094	0.008244236	0.099929256	0.014710678	0.102801506	0.067452465	0.007253345	0.037784935	0.232738129	0.021634497	0.143195082	0.042633749	0.173209743	0.091824708	0.030420358	0.006372864	0.033531048	0.235242178	0.072974186	0.018391741	0.027966898	0.02578654	0.012180588	0.158999156	0.025578591	0.135844366	0.158733298	0.048349584	0.012323197	0.018853482	0.236385356	0.020871332	0.296695953	0.029198863	0.231698437	0.032415722	0.024239136	0.040624303	0.024047844	0.041310692	0.049929079	0.053646188	0.08872528	0.016476868	0.074961069	0.064244154	0.028972097	0.069273358	0.135310855
Azelaic acid	0.036896599	0.080586989	0.031899739	0.081963256	0.084338109	0.093534246	0.097071501	0.052713685	0.048934503	0.045533042	0.077919368	0.166304146	0.066199386	0.107893796	0.053276129	0.072705823	0.066474618	0.16916408	0.025997876	0.101515609	0.049406969	0.110650135	0.064269646	0.072491551	0.048094449	0.078795686	0.023323478	0.070587354	0.064346014	0.073086602	0.02038411	0.020112813	0.027749084	0.08078679	0.083693038	0.022759934	0.24630864	0.131144366	0.028967159	0.050667373	0.020036525	0.046972138	0.050248714	0.020730482	0.094929401	0.04176071	0.04027733	0.012935278	0.102362586	0.06881978	0.098638468	0.02476724	0.025064197	0.025495165	0.064739807	0.106925356	0.077174992	0.033932753	0.080108954	0.086443548	0.093164337	0.074629601	0.108007491	0.017333491	0.037575698	0.03178125	0.073092643	0.037851766	0.044256977	0.028943309	0.12573614	0.105354656	0.047635304	0.066436751	0.033260572	0.03850749	0.019162444	0.021724528	0.061178302	0.043702508	0.057657698	0.015167042	0.062577358	0.016766515	0.02670222	0.024988484	0.031754559	0.033074716	0.07346774	0.033548078	0.070171469	0.0376067	0.025621897	0.031291474	0.068410121
Cerotinic acid	0.03707385	0.001736228	0.037182997	0.003617913	0.01315314	0.003515892	0.000745865	0.003171415	0.008175546	0.000988625	0.004497021	0.003394458	0.001070735	0.002926503	0.001233299	0.005179938	0.001119431	0.007417004	0.001492378	0.00083944	0.024156558	0.001635118	0.009897058	0.004011365	0.001059201	0.005051256	0.020959152	0.003894352	0.003082548	0.004735005	0.015785676	0.019234638	0.005041039	0.001450482	0.000949891	0.002316083	0.004121394	0.003853124	0.001009446	0.016348614	0.003182055	0.002609845	0.001187629	0.002256974	0.00135177	0.000683634	0.001841537	0.000215499	0.000982481	0.00932014	0.000847173	0.001483894	0.000577777	0.00139864	0.010744859	0.004033139	0.003881395	0.008045769	0.002506134	0.00189012	0.005383569	0.000681088	0.000924324	0.01583492	0.001642845	0.007274796	0.002824267	0.009049977	0.002614957	0.003423722	0.004867442	0.003574641	0.001230352	0.000910963	0.002083859	0.000691799	0.015510371	0.001585641	0.001071253	0.03073943	0.002344131	0.002398953	0.00360663	0.002868538	0.009070029	0.00884356	0.005871703	0.003190268	0.006148685	0.00416697	0.004664464	0.005009479	0.00426626	0.004932072	0.002803608
Heptadecanoic acid	0.037159903	0.011931733	0.038992593	0.003313356	0.003413586	0.003190708	0.020319141	0.013018373	0.002607498	0.007947011	0.008146997	0.003707768	0.006169193	0.004038575	0.003012797	0.002352803	0.002079566	0.004255027	0.004144697	0.017228105	0.002531272	0.003749737	0.001968861	0.005326142	0.001708624	0.004577022	0.003643845	0.003802244	0.003471329	0.003865597	0.002019159	0.002015453	0.002791503	0.003185337	0.003104799	0.003428495	0.004266306	0.005060125	0.01127229	0.005102311	0.007564444	0.007567843	0.002610245	0.004361399	0.003422771	0.006368883	0.006113066	0.003012085	0.003824282	0.005427651	0.003597276	0.00164724	0.006701849	0.002759767	0.001981069	0.004660529	0.004675978	0.003478444	0.005953083	0.004611789	0.005129015	0.00542826	0.006714781	0.002180902	0.002405752	0.001551326	0.001987148	0.002102269	0.007881357	0.003474183	0.004542802	0.002778525	0.00240455	0.00258297	0.002504248	0.005106209	0.002496045	0.002673486	0.011163533	0.003026889	0.00240379	0.002421412	0.003139533	0.002916685	0.004671699	0.004738741	0.002288094	0.003046309	0.003746194	0.002365019	0.004557231	0.001861128	0.002059079	0.002103963	0.004199405
Glycerol 3-phosphate	0.037735941	0.03799491	0.049004193	0.053009757	0.03993912	0.044076054	0.052706223	0.057590161	0.05238373	0.040687798	0.04910624	0.0646458	0.025101838	0.037033555	0.027910238	0.04092743	0.025116672	0.061661091	0.041271624	0.029727664	0.057516007	0.046620544	0.046291447	0.06139044	0.030168727	0.035768767	0.033860241	0.034029793	0.030942728	0.021180346	0.015782346	0.018171099	0.014229235	0.030282636	0.015619757	0.022235694	0.093780601	0.028121282	0.031145806	0.023417516	0.026064457	0.014242584	0.034971042	0.020361799	0.030646397	0.091974142	0.085817505	0.030097062	0.112831789	0.028222564	0.112332697	0.019722275	0.025976612	0.038833281	0.044666642	0.050883304	0.039854432	0.037734456	0.03779326	0.040592499	0.029746665	0.027585928	0.030295548	0.040013264	0.024091271	0.029532443	0.036427839	0.038370943	0.069814824	0.037466545	0.066533599	0.117609261	0.020054488	0.089690558	0.025001186	0.025188355	0.047691641	0.0800494	0.033991103	0.039934035	0.058444653	0.020679965	0.059312271	0.026000601	0.096083837	0.056928779	0.045162025	0.108221756	0.080951983	0.036917317	0.056530076	0.016950639	0.057942909	0.020303708	0.029855132
